Job Titles,Company Names,Experience Required,Package,Locations,Skills,Role Type,Primary Location,Exp Min,Exp Max,Exp Category,Salary Disclosed
Analytics Analyst - Workforce Strategy & Analytics,Deutsche Bank,3-7 Yrs,Not disclosed,Remote,Customer acquisitionData analysisSearch engine marketingVLOOKUPMarket researchGoogle AdWordsMarketing operationsSEM,Data Analytics,Remote,3,7,Mid Level (3-5 Yrs),Not Disclosed
DATA Engineer,Mitsui OSK Lines (MOL),2-5 Yrs,Not disclosed,Mumbai,INDASXbrldata analysisExcelConsultingIND AsDataCorporate affairs,Other,Mumbai,2,5,Junior (1-2 Yrs),Not Disclosed
Urgent Hiring Vendor Master Data Management - Kolkata,Capgemini,3-4 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,INDASXBRLExcelProject ManagementData AnalysisCorporateProjectManagement,Other,Hybrid - Bangalore,3,4,Mid Level (3-5 Yrs),Not Disclosed
"Quantitative analyst, Index Management & Analytics",Morningstar,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,INDASEX-BRLExcelProject ManagementData AnalysisConsultingIND AsProject,Data Analytics,Bangalore,1,5,Junior (1-2 Yrs),Not Disclosed
Data Engineer I,EA Games (Electronic Arts),5-10 Yrs,Not disclosed,Pune,Access controlData analysisInterpersonal skillsdatabase securityApplication developmentdata integrityStored proceduresTroubleshooting,Other,Pune,5,10,Mid Level (3-5 Yrs),Not Disclosed
GCP Data Engineer and Automation Tester,Deutsche Bank,10-20 Yrs,Not disclosed,Gurgaon/Gurugram,BPOComputer scienceBusiness servicesData analysisData validationData modelingMacrosAnalytics,Other,Gurgaon,10,20,Senior (6-10 Yrs),Not Disclosed
Immediate Hiring For Web Data Processing - MIS - Navi Mumbai - Vashi,Home Bazaar Services,1-4 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",Data analysisExcelMISAnalyticalLitigationIntellectual propertyData miningMacros,Other,Bangalore/ Bangalore,1,4,Junior (1-2 Yrs),Not Disclosed
GCP Data Engineer,Onemagnify,4-8 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Product managementData analysisSalesB2CUPSCommerceBusiness modelingdebit,Other,Gurgaon/ Gurgaon,4,8,Mid Level (3-5 Yrs),Not Disclosed
Senior Data Engineer,Blenheim Chalcot,2-3 Yrs,Not disclosed,Pune,Data analysisGITdata scienceMVVMCodingUnit testingWPFSQL,Other,Pune,2,3,Junior (1-2 Yrs),Not Disclosed
Manager Data Engineer,Zeta Inc.,5-8 Yrs,Not disclosed,"Noida, Uttar Pradesh",LoansData analysisEmailcodesolidleveldevelopingit,Other,Noida,5,8,Mid Level (3-5 Yrs),Not Disclosed
Big Data with Spark and Scala,Cognisun,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceSQL queriesData analysisdata scienceInstrumentationE-commerceInformation technologyOperations,Other,Bangalore,2,5,Junior (1-2 Yrs),Not Disclosed
DATA ENGINEER III,Walmart,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,ChartsGraphPivotsTablesPivotchartingMarketingMarket research,Other,Bangalore,4,9,Mid Level (3-5 Yrs),Not Disclosed
Product Support Engineer,data.ai,7-12 Yrs,"25,000/month",Bangalore/Bengaluru,Data analysisOperations ManagerWeb analyticsConsultingHTMLSEODigital marketingAnalytics,Other,Bangalore,7,12,Senior (6-10 Yrs),Disclosed
Merilytics - Business Manager (Analytics),Merilytics,0-4 Yrs,Not disclosed,Bangalore/Bengaluru(Hebbal),AuditorManager Internal AuditData analysisCisaCorporate governanceProject managementProcess improvementFinancial planning,Data Analytics,Bangalore(Hebbal),0,4,Fresher (0 Yrs),Not Disclosed
ML Engineer,Hitachi Ltd.,3-8 Yrs,14-20 Lacs PA,Gurgaon/Gurugram,Loss PreventionFraud Investigationrisk managementAudit Compliancedata anRetail OperationsShrinkage ControlFraud Monitoring,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Disclosed
Machine Learning Engineer-I,General Mills,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisChange managementSoftware designBusiness analysisDatabase designConfiguration managementAgileData structures,Other,Hyderabad,2,5,Junior (1-2 Yrs),Not Disclosed
Lead Business Analytics (Analytics - Python/ R & SQL),Citicorp Finance,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisCodingPLSQLTroubleshootingData miningWeb servicesSQLAnalysis,Data Analytics,Bangalore,5,9,Mid Level (3-5 Yrs),Not Disclosed
Tableau Developers,Nextbrain Technologies,5-10 Yrs,Not disclosed,New Delhi,Data analysisShapingStandard operating proceduresSoftware development life cycleRoutingMathematicsManagementStatistics,Other,Delhi,5,10,Mid Level (3-5 Yrs),Not Disclosed
Business consultant (Adobe Analytics),Scadea Solutions,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Software Engineer L2Data analysisLead SoftwareShapingStandard operating proceduresSoftware development life cycleMathematicsStatistics,Data Analytics,Bangalore,2,4,Junior (1-2 Yrs),Not Disclosed
CN- Strategy-MC-Industry X- Product & Platforms Engineering-Consultant,Accenture,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,Management ReportingMISData AnalysisForecastingWFMData IntegritySchedulingDashboards,Other,Gurgaon,7,12,Senior (6-10 Yrs),Not Disclosed
Associate- Risk Management,Chubb,8-12 Yrs,Not disclosed,Coimbatore,AccessoriesData analysisDiagnosticsCADStrategic planningRadiologyHTTPRFP,Other,Coimbatore,8,12,Senior (6-10 Yrs),Not Disclosed
CSR Intern,PI Industries,10-15 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",data cleansingRoot cause analysisData analysisExcelSkill developmentMS Office toolsData AnalystMS Office,Other,Kolkata,10,15,Senior (6-10 Yrs),Not Disclosed
Executive - Business Analytics,Ferrero India,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,SAPExecutivedata scienceNetworkingManager Technologyinternational clientsManagementScience,Data Analytics,Bangalore,10,12,Senior (6-10 Yrs),Not Disclosed
Senior Modeler,Risk Management Solutions (RMS),5-10 Yrs,Not disclosed,Bangalore/Bengaluru,ArchitectInterpersonal skillsData analysisBudgetingManagementInterpersonalArchitectureData,Other,Bangalore,5,10,Mid Level (3-5 Yrs),Not Disclosed
Backend Engineer,Sundial,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,order Entrydata analysismedical billingData ProcessingData Entry OperationData MappingOperationsMapping,Other,Gurgaon,2,4,Junior (1-2 Yrs),Not Disclosed
Business Consulting Analytics Senior,KPMG Global Services Private Limited,5-9 Yrs,Not disclosed,"Noida, Uttar Pradesh, Delhi / NCR",Data analysisManager Technologypower biBusiness intelligencemicrosoftIntelligenceSeniorAnalysis,Data Analytics,Noida,5,9,Mid Level (3-5 Yrs),Not Disclosed
Manager,Tredence,4-6 Yrs,Not disclosed,"Hybrid - Kolkata, Gurgaon/Gurugram, Bangalore/Bengaluru",SAPExecutivedata scienceNetworkingManager Technologyinternational clientsDataInternational,Other,Hybrid - Kolkata,4,6,Mid Level (3-5 Yrs),Not Disclosed
AI/ML/DS Developer,Tata Consultancy Services (TCS),2-4 Yrs,Not disclosed,"Chennai, Bengaluru",SAPdata scienceNetworkingManager Technologyinternational clientsDataInternationalAssistance,Other,Chennai,2,4,Junior (1-2 Yrs),Not Disclosed
Manager Internal Controls & Profit Protection - eCom 1,Adidas,6-8 Yrs,Not disclosed,Gurgaon/Gurugram,Relationship managementDigital mediaFinance ManagerData analysisStrategic planningFMCGMerchandisingDigital marketing,Other,Gurgaon,6,8,Senior (6-10 Yrs),Not Disclosed
Manager- Ecommerce,Pepsi Foods,5-10 Yrs,Not disclosed,Chennai,MiningEconomicsTradeData analysisAviationRelationship buildingReport writingPowerpoint,Other,Chennai,5,10,Mid Level (3-5 Yrs),Not Disclosed
Operations specialist,Dpdzero,7-9 Yrs,Not disclosed,Mumbai,Data analysisAssuranceExcelAnalyticalMS Office toolsResearchPowerpointSustainable development,Other,Mumbai,7,9,Senior (6-10 Yrs),Not Disclosed
Regional MIS - Senior Associate,Paytm,1-2 Yrs,Not disclosed,New Delhi(Defence Colony),Supply chainData analysisDue diligenceBusiness transformationPrimary researchFinancial analysisConsultingCost reduction,Other,Delhi(Defence Colony),1,2,Junior (1-2 Yrs),Not Disclosed
Domo Administrator,Consilio,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,Promotional campaignsBusiness servicesData analysisContent managementMerchandising strategiesProduct presentationInventory managementE-commerce,Other,Gurgaon,3,5,Mid Level (3-5 Yrs),Not Disclosed
Senior Solution Architect,Adidas,2-3 Yrs,Not disclosed,"Jaipur, Rajasthan",corporate sustainabilityData analysisQuantitative researchNetworkingRelationship buildingProject planningRisk managementStakeholder management,Other,Jaipur,2,3,Junior (1-2 Yrs),Not Disclosed
Vision Integrator,Micron Technologies,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Business administrationBrand campaignsStrategic managementData analysisExcelMS OfficeMerchandisingBrand building,Other,Hyderabad,5,8,Mid Level (3-5 Yrs),Not Disclosed
DE- Python Spark,Capco,3-8 Yrs,Unpaid,Mohali,AutomationTicketingData analysisSales planningSalesAnalyticalTroubleshootingFinancial services,Other,Mohali,3,8,Mid Level (3-5 Yrs),Disclosed
MIS executive,Rakesh Trading,2-5 Yrs,3.75-5.5 Lacs PA,Mumbai,EconomicsTradeData analysisExcelSenior AnalystRelationship buildingReport writingPowerpoint,Other,Mumbai,2,5,Junior (1-2 Yrs),Disclosed
Consultant - Internal Audit (Financial Services) - Risk Advisory,KPMG Global Services Private Limited,3-7 Yrs,Not disclosed,Chennai,SAPdata scienceNetworkingManager Technologybusiness rulesinternational clientsTechnologyScience,Other,Chennai,3,7,Mid Level (3-5 Yrs),Not Disclosed
Key Account Manager- Quick Commerce- D2c personal Care brand,Hirepedia,4-6 Yrs,2.5-5 Lacs PA,Coimbatore,Client handlingSAPExceldata scienceProject managementManager TechnologyMS WordPowerpoint,Other,Coimbatore,4,6,Mid Level (3-5 Yrs),Disclosed
Qlik Developer,NMS Consultant,12-20 Yrs,Not disclosed,Mumbai (All Areas),Data analysisData modelingInformaticaUnit testingManagementJIRAdata profilingData,Other,Mumbai (All Areas),12,20,Expert (10+ Yrs),Not Disclosed
"Credit Risk Model Validation Role- Bangalore,Gurgaon,Kolkata",Genpact,5-8 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Supply chain managementData analysisService levelManaged servicesSupply chain operationsStandard operating proceduresSupport servicesContinuous improvement,Other,Gurgaon/ Gurgaon,5,8,Mid Level (3-5 Yrs),Not Disclosed
Marketing Executive,Asian Lift,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,Fluid mechanicsAbaqusData analysisFluid dynamicsSASAerospaceAnsysInstrumentation,Other,Gurgaon,2,5,Junior (1-2 Yrs),Not Disclosed
Senior Solution Architect,Adidas,4-9 Yrs,Not disclosed,"Noida, Faridabad, Delhi / NCR",Root cause analysisClient handlingData analysistableauSASCredit riskSQLCredit,Other,Noida,4,9,Mid Level (3-5 Yrs),Not Disclosed
Assistant Professor Department,SRM Institute Of Science Technology,5-7 Yrs,Not disclosed,"Mumbai, New Delhi",MiningData analysisTeam managementExcelAviationRelationship buildingReport writingManagement,Other,Mumbai,5,7,Mid Level (3-5 Yrs),Not Disclosed
UX Research Intern PPO,Ketto,10-20 Yrs,"5,000/month",Remote,Data analysisDue diligenceTeam managementExcelfinancial due diligenceManagementMS OfficePowerpoint,Other,Remote,10,20,Senior (6-10 Yrs),Disclosed
Python Developer For South Delhi Location,ERA Placing Consultancy,6-8 Yrs,Not disclosed,Delhi / NCR,Valuation analysisData analysisInterpersonal skillsTeam managementFinancial reportingProject managementResource allocationFinancial modelling,Other,Delhi / NCR,6,8,Senior (6-10 Yrs),Not Disclosed
Solution Architect,Adidas,7-11 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisInterpersonal skillsTeam managementExcelFinancial analysisfinancial due diligenceManagementMS Office,Other,Gurgaon,7,11,Senior (6-10 Yrs),Not Disclosed
RFP Specialist,Harshwal Consulting Services,6-8 Yrs,Not disclosed,Delhi / NCR,Proposal writingData analysisProject estimationProject managementProcess improvementConsultingData collectionData Analyst,Other,Delhi / NCR,6,8,Senior (6-10 Yrs),Not Disclosed
Account Executive,Ovaledge,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,Valuation analysisData analysisRatio analysisFinancial reportingBloombergFinancial statement analysismarket dataFinancial modelling,Other,Gurgaon,3,5,Mid Level (3-5 Yrs),Not Disclosed
Sales professional,InfoStride,1-2 Yrs,18-25 Lacs PA,Delhi / NCR(Okhla +2),Data analysisSalesExcelArchitecturePackagingUPSMarketing communicationfootwear merchandising,Other,Delhi / NCR(Okhla +2),1,2,Junior (1-2 Yrs),Disclosed
Associate,PwC,6-8 Yrs,Not disclosed,Ahmedabad,Business objectsData analysisSAPTroubleshootingABAPSAP BIAnalyticsMonitoring,Other,Ahmedabad,6,8,Senior (6-10 Yrs),Not Disclosed
Supply Chn Performance Engr 2,Caterpillar Inc,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,LiasoningHelp DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset Management,Other,Bangalore,1,3,Junior (1-2 Yrs),Not Disclosed
Associate - HR Operations,Avantor,4-6 Yrs,Not disclosed,Pune,Help DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,Other,Pune,4,6,Mid Level (3-5 Yrs),Not Disclosed
Internship Trainee,Autonic Energy Systems P Ltd,5-8 Yrs,Not disclosed,Mumbai,Help DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,Other,Mumbai,5,8,Mid Level (3-5 Yrs),Not Disclosed
Python Developer/ Web Scraper,Procdna Analytics,4-6 Yrs,2.5-3.5 Lacs PA,Pune,Help DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,Other,Pune,4,6,Mid Level (3-5 Yrs),Disclosed
Assistant Manager - Internal Audit,Educohire,2-4 Yrs,Unpaid,Noida,Help DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,Other,Noida,2,4,Junior (1-2 Yrs),Disclosed
Research Associate,LOCUS SOLUTION,2-5 Yrs,Not disclosed,Noida,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportVendor ManagementInformation,Other,Noida,2,5,Junior (1-2 Yrs),Not Disclosed
"Associate, Sales Enablement",Gist Advisory,2-7 Yrs,Not disclosed,Chennai,HVACPumpsProductionthermalAgileSiemensData AnalystHeat exchangers,Other,Chennai,2,7,Junior (1-2 Yrs),Not Disclosed
Nexidia Support- Scrum Engineer,Onestopd Staffing India,3-8 Yrs,Not disclosed,Remote,Business processRisk advisoryData analysisManager Internal AuditEDCRisk assessmentProcess improvementRisk management,Other,Remote,3,8,Mid Level (3-5 Yrs),Not Disclosed
Java/J2EE Program Director ,FresherMart,3-5 Yrs,Not disclosed,Noida,Data analysisAccountingFinancial planningIFSUPSCustomer supportOracleAccounts receivable,Other,Noida,3,5,Mid Level (3-5 Yrs),Not Disclosed
Senior Associate,PwC,1-2 Yrs,Not disclosed,Mohali,MicrostrategyBusiness administrationMerchandise planningData analysisGoogle AnalyticsExcelFinancial planningInventory management,Other,Mohali,1,2,Junior (1-2 Yrs),Not Disclosed
Program Director ,FresherMart,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,FresherCATIAMeanTallyCWordAutoCADE-Tabs,Other,Hyderabad,5,8,Mid Level (3-5 Yrs),Not Disclosed
Senior Solution Architect,Adidas,0-2 Yrs,Not disclosed,Hyderabad/Secunderabad,Merchandise planningData analysisExcelSalesTest managementManagementSCMMarketing strategy,Other,Hyderabad,0,2,Fresher (0 Yrs),Not Disclosed
Software Programmer,Nick Of Time,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,BPOMarket analysisData analysisEmployee retentionHRISSocial mediaProject managementCustomer experience,Other,Hyderabad,5,7,Mid Level (3-5 Yrs),Not Disclosed
HR Admin Intern,Genuin,5-12 Yrs,Not disclosed,Noida,User researchData analysisFront endWeb technologiesUPSbootstrapPhotoshopTesting,Other,Noida,5,12,Mid Level (3-5 Yrs),Not Disclosed
Technical Project Manager,HyreFox Consultants Pvt Ltd,1-4 Yrs,Not disclosed,Remote,Data analysisAviationTime managementRisk assessmentSafety managementSMSManager Quality ControlMS Office,Other,Remote,1,4,Junior (1-2 Yrs),Not Disclosed
SEO Professional,Improx Data And Cloud Consulting,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,BasicData analysisProcess engineeringAnalyticalProject managementAgileSiemensPower plant operation,Other,Bangalore,2,5,Junior (1-2 Yrs),Not Disclosed
iOS Developer,Stylein Consultancy,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisJournal entriesTeam managementFinancial planningCash flowCash managementRisk managementForecasting,Other,Kolkata,3,7,Mid Level (3-5 Yrs),Not Disclosed
Research Associates,Avirainsights Technologies,1-4 Yrs,Not disclosed,Ahmedabad,Data analysisChange managementSoftware designTeam managementDatabase designSystem integrationData structuresApplication development,Other,Ahmedabad,1,4,Junior (1-2 Yrs),Not Disclosed
Senior Manager,EXL,2-7 Yrs,Not disclosed,Pune,System architectureSQL queriesdeep learningcontinuous integrationdata scienceMachine learningManagement consultingAnalytics,Other,Pune,2,7,Junior (1-2 Yrs),Not Disclosed
Lead Assistant Manager,EXL,5-10 Yrs,Not disclosed,Remote,Computer sciencePerformance tuningData analysisData migrationData managementSSRSVisual StudioSSIS,Other,Remote,5,10,Mid Level (3-5 Yrs),Not Disclosed
Software Junior Engineer-Backend,Lionsbot International,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisShapingStandard operating proceduresSoftware development life cycleProgrammingMathematicsManagementStatistics,Other,Bangalore,2,5,Junior (1-2 Yrs),Not Disclosed
"Informatica Admin,Pan India",Miracle Solution,3-5 Yrs,Not disclosed,Mumbai,EconomicsTradeData analysisExcelExecutiveRelationship buildingReport writingPowerpoint,Other,Mumbai,3,5,Mid Level (3-5 Yrs),Not Disclosed
Senior Executive,EXL,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Qualitative researchAdministrationData analysisCostingData managementConsultingHealthcareBudgeting,Other,Bangalore,3,8,Mid Level (3-5 Yrs),Not Disclosed
Software Engineer,Exo Edge India,3-8 Yrs,Not disclosed,"Bangalore/Bengaluru, North india, Kerala",Product managementData analysisProcess optimizationOperations ManagerOperational excellenceProject managementIssue resolutiontest driven development,Other,Bangalore,3,8,Mid Level (3-5 Yrs),Not Disclosed
Associate/Sr Associate Contact Center,Network18,5-10 Yrs,"8,000/month",Remote,Data analysisData conversionSocial mediaCobolData processingVisual StudioCustomer serviceSSIS,Other,Remote,5,10,Mid Level (3-5 Yrs),Disclosed
Associate/ Senior Associate Mutual Fund Services (UTI),Network18,5-7 Yrs,Not disclosed,Nasik/Nashik,Computer scienceData analysismetadataPDFBloombergSocial mediaDatabase administrationVisual Studio,Other,Nasik/Nashik,5,7,Mid Level (3-5 Yrs),Not Disclosed
Associate/ Senior Associate Domestic Fund Services,Network18,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisSalesExcelArchitectureFocusPackagingUPSManagement,Other,Bangalore,4,7,Mid Level (3-5 Yrs),Not Disclosed
Lead Assistant Manager,EXL,6-8 Yrs,Not disclosed,Pune,Stakeholder EngagementData analysisManager Internal AuditEDCProcess improvementConsultingOperationsMonitoring,Other,Pune,6,8,Senior (6-10 Yrs),Not Disclosed
CONTENT WRITER,Valiance Solutions,3-5 Yrs,4-5 Lacs PA,Hyderabad/Secunderabad,Solution architectureData analysisAutomationSAPSystem integrationData structuresMonitoringAriba,Other,Hyderabad,3,5,Mid Level (3-5 Yrs),Disclosed
Analytical Chemist,Leonid Chemicals,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,MIS reportingAutomationdata scienceBfsiReconciliationFinancial operationsBusiness managementFinancial services,Other,Gurgaon,5,10,Mid Level (3-5 Yrs),Not Disclosed
Senior Architect - MSS+,Ford,3-6 Yrs,Not disclosed,"Mumbai, Pune",ExcelPower BiAdvanced ExcelSQLVLOOKUPBiBusiness analysis,Other,Mumbai,3,6,Mid Level (3-5 Yrs),Not Disclosed
Executive - ZT,Lendingkart,2-6 Yrs,Not disclosed,Ahmedabad,Web technologiesBusiness AnalystBankingBusiness analysisPO,Other,Ahmedabad,2,6,Junior (1-2 Yrs),Not Disclosed
Senior Executive,Mycitypune,5-10 Yrs,Not disclosed,Noida,User StoriesBusiness AnalysisUse CasesBRDFRDUsageAnalysisCase,Other,Noida,5,10,Mid Level (3-5 Yrs),Not Disclosed
AI-savvy Interns,Sledding Technologies,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisBusiness AnalystAssociate Business AnalystBusiness analysisAnalyticalData structuresdata visualizationStakeholder management,Other,Bangalore,3,5,Mid Level (3-5 Yrs),Not Disclosed
Practitioner - Finance and Administration Delivery,IBM,5-10 Yrs,Not disclosed,Mumbai,Post productionAnalytical skillsMatrixBusiness AnalystAgileJSONVisioJIRA,Other,Mumbai,5,10,Mid Level (3-5 Yrs),Not Disclosed
Income Auditor Executive,Swissotel,4-6 Yrs,Not disclosed,Remote,Business AnalystWireframingBrdRequirement GatheringFRDPrototypingBusiness analysisRequirements,Other,Remote,4,6,Mid Level (3-5 Yrs),Not Disclosed
Practitioner - Finance and Administration Delivery,IBM,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,Application supportVLOOKUPMySQLUnit testingTroubleshootingInformation technologybash scriptingSQL,Other,Hyderabad,5,9,Mid Level (3-5 Yrs),Not Disclosed
Hiring For MBA-2020 Graduates(Male),Malabar Group,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Power BIDAXazure data factoryDDL and DMLSQLDataBiDDL,Other,Hyderabad,1,4,Junior (1-2 Yrs),Not Disclosed
Fresher - Web Developer,Busigence Technologies,3-8 Yrs,Not disclosed,"Panipat, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar",Product managementWeb application developmentPayment processingAgile developmentProduct planningHealthcarebusiness rulesBusiness process analysis,Other,Panipat,3,8,Mid Level (3-5 Yrs),Not Disclosed
Marketing Executive,D'source,5-8 Yrs,Not disclosed,Remote,Valuationfinancial modellingCorporate StrategyCorporate FinancePrivate EquityBusiness PlanningFinancial Due DiligenceFund Raising,Other,Remote,5,8,Mid Level (3-5 Yrs),Not Disclosed
Practitioner - Finance and Administration Delivery,IBM,1-4 Yrs,Not disclosed,Ahmedabad,PayrollSAPJournal entriesWBSVariance analysisFinance StrategyFinance OperationsClient relationship,Other,Ahmedabad,1,4,Junior (1-2 Yrs),Not Disclosed
SAP Coordinator,Primohunt Corporate,3-5 Yrs,Not disclosed,Chennai,Data Governancedata frameworkdata managementpolicy draftingSupply chainManagementDataSupply,Other,Chennai,3,5,Mid Level (3-5 Yrs),Not Disclosed
Inside Sales Executive,Saxon Ai,5-9 Yrs,Not disclosed,Ahmedabad,AdministrationERPFormulationFinanceConsultingWorkflowCustomer relationshipBusiness process analysis,Other,Ahmedabad,5,9,Mid Level (3-5 Yrs),Not Disclosed
Manager Membership EM,Adidas,2-7 Yrs,Not disclosed,"Mumbai, Mohali, Indore, Navi Mumbai, Gurgaon/Gurugram",Business AnalysisAnalysis,Other,Mumbai,2,7,Junior (1-2 Yrs),Not Disclosed
AWS Developer,Xpheno,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,PDFFront endMISAnalyticalHadoopSAS RHealthcareBusiness intelligence,Other,Gurgaon,3,6,Mid Level (3-5 Yrs),Not Disclosed
Jr. Developer -.NET ( JR- Mid level ),Mm Staffing & Career Consultants,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Computer sciencePDFRDBMSProcess improvementBusiness intelligenceStakeholder managementMacrosOperations,Other,Gurgaon,3,6,Mid Level (3-5 Yrs),Not Disclosed
Senior Manager,EXL,3-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru",Gap AnalysisBusiness AnalyticsRequirement GatheringRequirement AnalysisBusiness AnalysisBusiness Process OptimizationBusiness Process ImprovementProcess improvement,Other,Hyderabad,3,6,Mid Level (3-5 Yrs),Not Disclosed
Rotor Performance Engineer,Siemens Gamesa Renewable Energy,2-7 Yrs,Not disclosed,New Delhi,Quality standardsdevelopment testingBusiness Analysttransaction managementAgileSoftware development life cycleDesign developmentScrum,Other,Delhi,2,7,Junior (1-2 Yrs),Not Disclosed
Audit Associate/ Manager,Zecruiters,8-12 Yrs,Not disclosed,Gurgaon/Gurugram,UnixFund accountingLinuxProject managementManager Business AnalystHealthcareUser acceptance testingFinancial services,Other,Gurgaon,8,12,Senior (6-10 Yrs),Not Disclosed
Customer Support Agent,Inifinity,3-6 Yrs,Not disclosed,"New Delhi, Ahmedabad",Capital MarketBusiness AnalystSQLLEDGERFinanceSub - LedgerETLBanking Products,Other,Delhi,3,6,Mid Level (3-5 Yrs),Not Disclosed
Web / Application Developer,Embedded Designs Services India,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,BlockchainCryptocurrencyBusiness ResearchBusiness AnalyticsSecondary ResearchBusiness Analysis PlanningMarket ResearchBusiness Analysis,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
Researcher,GD Research Center (GDRC),3-8 Yrs,Not disclosed,Gurgaon/Gurugram,Business processAnalytical skillsBusiness AnalystBusiness analysisProject documentationEffort estimationWorkflowFMCG,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
Process Associate,IGT Solutions,1-2 Yrs,Not disclosed,Gurgaon/Gurugram,Software testingTranslationBusiness AnalystFunctional testingBusiness optimizationUPSSoftware implementationSoftware services,Other,Gurgaon,1,2,Junior (1-2 Yrs),Not Disclosed
Learning Platform Coordinator,Common Purpose,1-5 Yrs,Not disclosed,Gurgaon/Gurugram,Software testingTranslationBusiness AnalystFunctional testingBusiness optimizationUPSSoftware implementationSoftware services,Other,Gurgaon,1,5,Junior (1-2 Yrs),Not Disclosed
MSBI Developer,Magnusminds,4-9 Yrs,Not disclosed,Noida,Compensation and BenefitsTeam managementBusiness AnalystCompensationPortfolioCheckManager TechnologyKeyword research,Other,Noida,4,9,Mid Level (3-5 Yrs),Not Disclosed
Digital Marketing Excutive,Vibrant Education Learning Technologies,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,Retail Core MerchandizingOracleOracle RetailBusiness AnalysisUATMerchandisingBusiness partneringAnalysis,Other,Gurgaon,1,3,Junior (1-2 Yrs),Not Disclosed
Marketing executive,Post A Resume,9-12 Yrs,Not disclosed,Gurgaon/Gurugram,SalesForceDWSKYCAsset ManagementGDPRBusiness AnalysisCRMManagement,Other,Gurgaon,9,12,Senior (6-10 Yrs),Not Disclosed
AR Manager,Taskus,2-4 Yrs,Not disclosed,"New Delhi, Sonipat/Sonepat",Technical designAPEXSalesforceBusiness AnalysisSFDCData modelingCloud SalesModeling,Other,Delhi,2,4,Junior (1-2 Yrs),Not Disclosed
Profit Protection Specialist,Adidas,8-10 Yrs,Not disclosed,Gurgaon/Gurugram,ERPCodingDesign developmentMicrosoft DynamicsSQL queriesunit testsDevOpsDynamics365 ERP,Other,Gurgaon,8,10,Senior (6-10 Yrs),Not Disclosed
